2.301121	12.640000	2.302901	12.510000
2.269563	27.873333	2.270313	28.440001
2.213370	29.600000	2.211663	29.879999
2.128969	29.250000	2.125123	29.309999
1.950540	41.821667	1.943607	42.779999
1.791725	51.733334	1.781456	52.590000
2.274936	25.478333	2.275312	26.040001
2.218403	32.468334	2.218234	32.689999
2.140656	43.998333	2.138827	44.380001
2.021459	47.866665	2.015285	48.680000
1.867477	53.560001	1.857861	54.250000
1.660861	54.751667	1.645087	55.910000
1.467004	60.985001	1.451562	61.389999
1.351470	59.568333	1.337427	59.779999
1.220355	61.840000	1.201138	62.180000
1.099336	63.173332	1.078895	63.860001
0.990964	66.701668	0.974414	67.239998
0.913435	69.989998	0.895485	70.519997
0.840979	74.118332	0.823971	74.970001
0.767329	75.098335	0.751838	75.519997
0.719131	76.290001	0.702024	76.900002
0.656931	78.974998	0.640195	79.449997
0.627298	80.578331	0.612081	80.919998
0.617813	80.783333	0.602500	81.199997
0.585539	80.778336	0.569115	81.589996
0.563483	82.786667	0.548617	83.330002
0.555546	83.093330	0.542282	83.650002
0.525233	83.003334	0.511281	83.489998
0.524278	82.958336	0.509414	83.620003
0.512407	81.660004	0.499812	81.870003
0.491169	82.970001	0.478108	83.300003
0.483543	84.548332	0.467316	85.000000
0.466453	84.555000	0.450973	85.209999
0.466461	83.775002	0.451714	84.080002
0.476342	82.566666	0.463801	82.720001
0.449784	85.110001	0.437934	85.379997
0.431738	85.496666	0.418074	85.750000
0.401872	87.123337	0.389013	87.550003
0.391110	87.378334	0.380040	87.519997
0.377353	88.519997	0.367012	89.050003
0.367793	89.313332	0.357370	89.860001
0.344633	90.313332	0.334909	90.620003
0.352634	89.875000	0.342565	90.400002
0.359260	88.041664	0.349012	88.379997
0.348378	89.913330	0.339379	90.300003
0.339843	89.559998	0.330718	89.769997
0.317623	90.216667	0.308528	90.510002
0.295490	91.138336	0.287488	91.239998
0.303985	91.063332	0.296306	91.300003
0.308479	90.971664	0.300241	91.230003
0.299128	90.463333	0.290223	90.650002
0.289490	91.681664	0.278486	91.959999
0.288018	91.561668	0.278997	91.720001
0.288717	91.098335	0.281585	91.290001
0.262701	92.746666	0.254072	93.199997
0.265961	92.276665	0.258256	92.669998
0.263734	92.076668	0.255652	92.419998
0.257291	92.071663	0.248805	92.580002
0.256808	91.680000	0.248290	92.059998
0.244840	92.971664	0.235211	93.339996
